age,gender,occupation,time_bp,time_dp,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Physical,Yes
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Physical,Yes
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Physical,Yes
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Physical,Yes
19-25,Male,Student in College,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Physical,No
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Physical,Yes
19-25,Male,Working Professional,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Remote,Yes
19-25,Female,Entrepreneur,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Remote,Yes
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Remote,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Physical,Yes
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Physical,Yes
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Physical,Yes
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Physical,Yes
19-25,Male,Student in College,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Physical,No
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Physical,Yes
19-25,Male,Working Professional,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Remote,Yes
19-25,Female,Entrepreneur,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Remote,Yes
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Remote,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Physical,Yes
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Physical,Yes
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Physical,Yes
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Physical,Yes
19-25,Male,Student in College,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Physical,No
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Physical,Yes
19-25,Male,Working Professional,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Remote,Yes
19-25,Female,Entrepreneur,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Remote,Yes
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Remote,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Physical,Yes
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Physical,Yes
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Physical,Yes
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Physical,Yes
19-25,Male,Student in College,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Physical,No
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Physical,Yes
19-25,Male,Working Professional,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Remote,Yes
19-25,Female,Entrepreneur,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Remote,Yes
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Remote,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Physical,Yes
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Physical,Yes
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Physical,Yes
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Physical,Yes
19-25,Male,Student in College,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Physical,No
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Physical,Yes
19-25,Male,Working Professional,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Remote,Yes
19-25,Female,Entrepreneur,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Remote,Yes
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Remote,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Physical,Yes
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Physical,Yes
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Physical,Yes
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Physical,Yes
19-25,Male,Student in College,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Physical,No
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Physical,Yes
19-25,Male,Working Professional,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Remote,Yes
19-25,Female,Entrepreneur,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Remote,Yes
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Remote,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Physical,Yes
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Physical,Yes
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Physical,Yes
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Physical,Yes
19-25,Male,Student in College,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Physical,No
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Physical,Yes
19-25,Male,Working Professional,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Remote,Yes
19-25,Female,Entrepreneur,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Remote,Yes
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Physical,No
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Remote,Yes
50-60,Male,Working Professional,9,9,0.5,2,4,-1.0,0.0,0.5,0.5,-0.5,0.0,1100,1,Physical,Yes
33-40,Male,Working Professional,11,11,2.5,4,4,0.0,0.0,0.0,-1.0,0.0,-1.0,111,1111,Physical,Yes
26-32,Male,Working Professional,7,9,2.5,3,3,0.5,0.5,0.5,1.0,0.0,0.5,1100,1110,Physical,Maybe
26-32,Female,Working Professional,9,12,0.5,2,5,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,1000,1111,Physical,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
40-50,Female,Medical Professional,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Physical,No
50-60,Male,Medical Professional,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Physical,No
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Physical,Maybe
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Working Professional,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Physical,No
